"year","open","close","period","next_open","cum_days","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K","temp_oC"
2011,"2011-11-13","2011-11-19",6,1,1405,36,4,3.43,6.29,18.86,25.71,37.14,25.71,5.71,1.14,6.29,0,0,0,298.218566894531,25.0685668945313
2011,"2011-11-20","2011-11-26",6,1,1412,19.43,38.86,3.43,35.43,52.57,59.43,23.43,28,6.29,0,4,0,0,0,298.018572126116,24.8685721261161
2011,"2011-11-27","2011-12-03",6,1,1419,2.57,9.14,2.86,11.71,9.14,7.43,7.71,6.29,2.29,0,1.14,0,0,0,297.219996861049,24.0699968610491
2011,"2011-12-04","2011-12-10",6,1,1426,22.29,16.57,2.29,33.14,26.29,41.71,24.57,62.86,13.14,0,6.86,0,0,0.57,296.630000523158,23.4800005231585
2011,"2011-12-11","2011-12-17",6,1,1433,19.43,8.57,6.86,18.86,25.71,25.14,42.86,35.43,6.29,1.14,2.86,1.14,0,4,295.628574916295,22.4785749162947
2011,"2011-12-18","2011-12-24",6,1,1440,9.71,39.43,11.43,33.71,14.29,28.57,28,25.71,18.86,2.29,2.86,2.86,0.57,101.71,296.114283970424,22.9642839704241
2011,"2011-12-25","2011-12-31",6,1,1447,4,78.29,2.29,12,9.71,9.71,13.14,21.71,16,0.57,0.57,7.43,0,44,295.874289376395,22.7242893763951
2012,"2012-01-01","2012-01-07",6,1,1454,4.57,22.29,2.29,8.57,12,14.86,8.57,26.29,23.43,0,4.57,7.43,0,49.14,296.010005405971,22.860005405971
2012,"2012-01-08","2012-01-14",6,1,1461,3.71,5.71,1.14,7.14,6.86,9.43,5.71,12.86,8,0,1.71,17.43,0,10,296.295710972377,23.1457109723772
2012,"2012-01-15","2012-01-21",6,1,1468,8.57,12,4,16.57,17.71,24,18.86,17.71,6.86,0.57,5.14,74.29,0,21.14,296.274287632533,23.1242876325335
2012,"2012-01-22","2012-01-28",6,1,1475,1.43,5.71,1.71,7.43,5.14,11.71,9.14,10.29,7.43,0,2.86,52.86,0,12,296.489998953683,23.3399989536831
2012,"2012-01-29","2012-02-04",6,1,1482,0.57,0.57,0,2.86,1.14,2.57,0.86,1.71,4.29,0,0.29,20.29,0,2.57,295.63714163644,22.4871416364397
2012,"2012-02-05","2012-02-11",6,45,1489,0,0.57,0,0,0.29,0.57,0.57,0.57,1.14,0,0.29,3.14,0,0.57,295.354282924107,22.2042829241072
2012,"2012-03-27","2012-04-02",6,1,1540,2.57,10.29,2.57,8.57,8.57,2.29,1.14,7.43,28.57,2.86,0.57,37.14,0,0,297.587140764509,24.437140764509
2012,"2012-04-03","2012-04-09",6,1,1547,12.86,19.43,5.71,6.29,5.71,4.57,3.43,6,45.43,2.29,0.86,18.86,0,0,297.405713762556,24.2557137625558
2012,"2012-04-10","2012-04-16",6,1,1554,11.43,60.57,22.86,27.43,40,50.86,8.57,18.86,81.14,2.86,8.57,44,0,0,297.792855398996,24.6428553989956
2012,"2012-04-17","2012-04-23",6,1,1561,0.86,39.43,2.86,8,27.71,23.71,0.57,5.71,27.14,2,1.71,14.29,0,0,297.760005405971,24.610005405971
2012,"2012-04-24","2012-04-30",6,1,1568,2.86,29.71,19.43,21.14,46.86,19.43,3.43,10.29,28.57,1.71,1.14,22.29,0,0,297.677150181362,24.5271501813616
2012,"2012-05-01","2012-05-07",6,1,1575,21.71,23.43,43.43,111.43,94.29,40,24,37.14,22.29,0.57,13.71,1.71,0,0,299.467150006975,26.3171500069755
2012,"2012-05-08","2012-05-14",6,1,1582,18.86,21.14,37.14,91.43,43.43,24.57,9.71,29.14,17.14,1.14,16.57,5.71,0,0,300.059997558594,26.9099975585938
2012,"2012-05-15","2012-05-21",6,1,1589,1.71,72.29,8,5.14,14.86,7.14,0.29,10.57,34.57,10.86,3.71,4.57,0,0,299.22713797433,26.0771379743304
2012,"2012-05-22","2012-05-28",6,1,1596,1.43,17.43,2.86,4.29,12,8.29,1.14,12.86,39.71,1.43,4.57,1.14,0,0,299.624280657087,26.4742806570871
2012,"2012-05-29","2012-06-04",6,1,1603,4,24.57,18.29,22.29,48.57,21.71,1.71,10.29,27.43,12,5.71,4.57,0,0,300.615709577288,27.465709577288
2012,"2012-06-05","2012-06-11",6,1,1610,1.71,7.71,3.14,2.57,16.29,8,0,2,11.14,0.86,1.43,0.86,0,0,300.755715506417,27.6057155064174
2012,"2012-06-12","2012-06-18",6,1,1617,3.43,13.71,9.71,16.86,26.86,14.29,0.29,2.29,22,4.86,1.14,2.57,0,0,301.28428867885,28.1342886788505
2012,"2012-06-19","2012-06-25",6,1,1624,0.57,6.29,3.71,5.14,12.29,4.29,0,1.43,9.14,6.86,1.14,4.57,0,0,300.898572649275,27.7485726492746
2012,"2012-06-26","2012-07-02",6,1,1631,1.14,4.57,2.86,24.57,58.86,78.86,0,8,6.29,3.43,5.71,1.14,0,0,301.931431361607,28.7814313616072
2012,"2012-07-03","2012-07-09",6,1,1638,6.86,14.29,20,106.86,126.29,124,0.57,28.57,13.14,0.57,10.86,1.71,0,0,302.668570382254,29.5185703822545
2012,"2012-07-10","2012-07-16",6,1,1645,0.29,0,0,1.14,2.86,2,0,0,0,0,0.29,0,0,0,302.574288504464,29.4242885044643
2012,"2012-07-17","2012-07-23",6,1,1652,0.29,0.29,1.14,2.86,5.43,5.71,0.29,0.57,1.14,0.57,1.71,0.29,0,0,302.321428571429,29.1714285714286
2012,"2012-07-24","2012-07-30",6,1,1659,0.57,8.29,3.43,8.86,12,8.86,0,0.86,6.57,1.71,1.14,0.29,0,0,302.929997035435,29.7799970354353
2012,"2012-07-31","2012-08-06",6,1,1666,1.43,13.43,2.86,9.71,30.57,22.29,0.29,4,8.57,2,0.86,0,0,0,303.368578229632,30.2185782296317
2012,"2012-08-07","2012-08-13",6,2,1673,2.86,56,15.43,53.14,138.86,96,0,10.86,50.86,23.43,3.43,5.14,0,0,303.778573172433,30.6285731724331
2012,"2012-08-15","2012-08-28",13,1,1688,1.14,22,9.14,37.14,56,24.29,0.29,2.86,15.43,16.57,0,1.43,0,0,303.187144688198,30.0371446881975
2012,"2012-08-29","2012-09-11",13,1,1702,2.29,4.86,6,69.43,76,28.29,0,3.14,17.14,0.57,0.29,0.29,0,0,302.313572474888,29.1635724748884
2012,"2012-09-12","2012-09-25",13,1,1716,1.43,18.57,8.86,34.29,38,22.57,0,1.71,15.43,2.57,2.57,0.57,0,0,301.842141287667,28.6921412876674
2012,"2012-09-26","2012-10-09",13,1,1730,25.43,11.14,3.14,9.14,35.71,20.57,0.57,10.29,15.43,3.43,1.14,0.57,0,0,301.651430402483,28.5014304024833
2012,"2012-10-10","2012-10-23",13,1,1744,5.43,20.57,5.43,18.57,16.57,14,0.29,4,7.71,1.14,0.86,0,0,0,301.674288068499,28.5242880684989
2012,"2012-10-24","2012-11-06",13,1,1758,6,4.29,1.14,8.29,12.86,14.14,2.14,3.43,4.29,0.14,1.14,0,0,0,300.263569423131,27.1135694231306
2012,"2012-11-07","2012-11-13",6,1,1765,12,34.86,12.57,93.71,49.14,44.57,22.86,6.29,12.57,0.57,1.71,0,0,0,298.739994594029,25.5899945940291
2012,"2012-11-14","2012-11-20",6,1,1772,5.43,64.29,5.71,27.71,9.14,12.29,12,8,8.29,2.29,0.86,0,0,0,297.73000226702,24.5800022670201
2012,"2012-11-21","2012-11-27",6,1,1779,6.86,15.43,4,18.86,9.71,58.29,29.14,19.43,5.14,1.14,5.14,0,0,0,297.388575962612,24.2385759626116
2012,"2012-11-28","2012-12-04",6,1,1786,23.14,6.57,3.71,20.86,7.71,26.29,34.29,14.57,3.43,2,0.57,0,0,0,297.111428397042,23.9614283970424
2012,"2012-12-05","2012-12-11",6,1,1793,7.14,3.43,2.29,16.29,1.14,6.29,15.43,10.57,4,0.29,0.57,0,0,0,297.115713936942,23.965713936942
2012,"2012-12-12","2012-12-18",6,1,1800,4,4.29,0,3.43,0.86,7.14,3.71,13.14,2.86,0.57,0.29,0,0,0,296.388567243304,23.2385672433036
2012,"2012-12-19","2012-12-25",6,1,1807,3.43,2.86,0,1.43,0.29,2.29,2,4.29,2.86,0,0,0,0,0,296.021427699498,22.8714276994978
2012,"2012-12-26","2013-01-01",6,1,1814,4.29,2.57,1.14,2.29,2.57,5.14,12.86,7.71,5.71,0,0.29,0.86,0,0,296.007141113281,22.8571411132813
2013,"2013-01-02","2013-01-08",6,1,1821,24.57,8.57,1.71,20.57,6.86,20,113.14,40.57,29.71,2.29,1.14,4.57,0,5.71,295.645712716239,22.4957127162389
2013,"2013-01-09","2013-01-15",6,1,1828,3.71,5.71,0.57,6,1.14,4.86,36.57,24.57,11.71,0,0,4,0.86,7.43,296.197143554688,23.0471435546875
2013,"2013-01-16","2013-01-22",6,1,1835,16.57,6.86,1.14,8.57,5.71,12.57,70.29,66.29,34.86,0,2.86,15.43,0.57,4,296.317143031529,23.1671430315291
2013,"2013-01-23","2013-01-29",6,9,1842,2.86,1.43,1.14,9.71,5.43,19.14,17.71,24.57,19.71,0.29,1.14,30,0,3.14,296.147142682757,22.9971426827567
2013,"2013-02-07","2013-02-13",6,1,1857,4.57,64.71,1.71,12,10.29,9.71,9.14,28.57,150,7.43,9.71,932.35,0,0,295.561423165458,22.4114231654576
2013,"2013-02-14","2013-02-20",6,1,1864,1.14,4,1.43,8.86,9.14,7.43,4.57,7.43,23.14,2.29,1.43,67.71,0,0,294.958570207868,21.8085702078683
2013,"2013-02-21","2013-03-06",13,1,1878,5.43,3.71,3.14,125.43,56,76.57,37.71,45.71,104,0.86,12.57,68.86,2.57,1.14,294.955716814314,21.8057168143137
2013,"2013-03-07","2013-03-20",13,1,1892,4.57,42,23.14,55.43,62.57,57.14,65.43,58.57,86.29,1.71,25.71,38,1.14,0.29,295.016429356166,21.8664293561663
2013,"2013-03-21","2013-04-03",13,1,1906,17.71,16.57,10,16.57,49.14,27.43,22.57,49.71,106.57,5.14,24,79.71,0.29,0,295.177856445312,22.0278564453125
2013,"2013-04-04","2013-04-17",13,1,1920,6.29,7.43,0.57,31.14,21.43,26,11.14,28.29,71.43,2.57,3.71,13.43,0,0,295.149998256138,21.9999982561384
2013,"2013-04-18","2013-05-01",13,1,1934,9.71,4.29,10,57.14,24,20.57,6.86,14.57,41.71,1.14,3.71,10,0,0,296.714283534459,23.5642835344588
2013,"2013-05-02","2013-05-15",13,1,1948,2.43,7.57,4.14,9.43,7.71,6.29,1.57,4.86,19.57,4.14,0.43,9.57,0,0.14,296.962857927595,23.8128579275949
2013,"2013-05-16","2013-05-29",13,1,1962,3.71,6.43,3.86,8.29,7.71,5.86,1.57,3.57,28.14,2.57,1.14,3.29,0,0.14,298.977142333984,25.8271423339844
2013,"2013-05-30","2013-06-12",13,1,1976,2,5.71,3.86,4.14,5.71,6.71,1,1.14,17.43,2.14,1.43,1.57,0,0,300.486426217215,27.3364262172154
2013,"2013-06-13","2013-06-26",13,1,1990,0.14,5.29,3.14,2.14,6.43,7.43,0.43,0.71,18.71,0.29,0.14,0.57,0,0,302.067143031529,28.9171430315291
2013,"2013-06-27","2013-07-10",13,1,2004,1,4.71,4.71,2,6.29,9,0.14,1.14,14.14,1.57,1.57,1.29,0.14,0,302.303567068917,29.1535670689174
2013,"2013-07-11","2013-07-24",13,1,2018,0.43,3.43,2.71,13,12.57,23.29,0,0.86,9.43,1,1.57,0.57,0,0,301.882145472935,28.7321454729353
2013,"2013-07-25","2013-08-07",13,1,2032,0,6.71,3.29,7.43,11.86,15.43,1.29,0.71,0.43,0,0.43,0.29,0,0.14,302.661429268973,29.5114292689732
2013,"2013-08-08","2013-08-21",13,1,2046,0.14,3.43,3.86,12,15.86,16.29,0.29,0.29,9.71,0.86,1,1,0,0,302.801428658622,29.6514286586217
2013,"2013-08-22","2013-09-04",13,1,2060,0.57,1.43,1.86,6.57,8.43,3.86,0.57,1.43,3,0.14,0,0.71,0,0,301.960000174386,28.8100001743862
2013,"2013-09-05","2013-09-18",13,1,2074,0.29,3.29,2.43,5.71,28.86,12,0,2.14,3,0.71,0.57,0,0,0,302.294998168945,29.1449981689453
2013,"2013-09-19","2013-10-02",13,1,2088,0.57,4.57,1.14,4.29,36,24.29,0.29,0.29,9.14,0,0.86,0,0,0,301.916429792132,28.7664297921317
2013,"2013-10-03","2013-10-16",13,1,2102,0.43,6.29,0.86,5.86,26.71,13.14,0,2.57,5.86,0.86,0.57,0.29,0,0,301.46713910784,28.3171391078404
2013,"2013-10-17","2013-10-30",13,1,2116,2.86,4.43,3.14,5.43,22.86,11.14,0.14,2,4.86,0.29,0.29,0.29,0,0,300.129281180246,26.9792811802456
2013,"2013-10-31","2013-11-13",13,10,2130,1,0.43,0.71,1.86,3.71,2.57,0.29,0,1.14,0,0.14,0.29,0,0.14,299.024283272879,25.8742832728795
2013,"2013-11-23","2013-11-29",6,1,2146,10.29,9.43,0.29,5.43,4.86,4.29,35.43,30.29,5.43,0.29,0.86,0,0,0,297.565717424665,24.4157174246652
2013,"2013-11-30","2013-12-06",6,1,2153,4,17.71,0.57,1.14,2.86,7.43,88,48.57,13.14,0,2.86,0,0.57,0.57,297.01571219308,23.8657121930804
2013,"2013-12-07","2013-12-13",6,1,2160,2.86,10.57,2,6.29,4,4,56.57,37.71,5.43,0.29,0.86,0,0,1.71,296.728572300502,23.5785723005022
2013,"2013-12-14","2013-12-20",6,1,2167,4,5.43,1.71,3.43,1.14,0.86,13.14,6.86,1.71,1.43,0,0,0,0,296.450003487723,23.3000034877232
2013,"2013-12-21","2013-12-27",6,1,2174,2.86,4,1.43,2.57,0.57,0.29,11.71,6.86,5.43,0,0,0.57,0,0,296.935712541853,23.7857125418527
2013,"2013-12-28","2014-01-03",6,1,2181,0,5.43,1.14,0.86,0.86,0.86,3.71,5.43,5.71,0,0,0.57,0,0,296.151428222656,23.0014282226563
2014,"2014-01-04","2014-01-10",6,1,2188,1.14,0.29,0.29,1.14,0,0.57,4.29,3.43,6.86,0.86,0,6,0,0,294.900002615792,21.7500026157924
2014,"2014-01-11","2014-01-17",6,1,2195,1.14,0,1.71,1.43,0.86,0.86,7.14,5.43,4,0.29,0.57,7.43,0,0.86,294.885716029576,21.7357160295759
2014,"2014-01-18","2014-01-24",6,1,2202,5.71,2.29,1.14,2.86,6.86,6.86,45.71,34.86,16,0,8,57.71,0,2.29,294.225712367467,21.0757123674666
2014,"2014-01-25","2014-01-31",6,1,2209,12.57,32,3.43,7.43,12.57,13.14,66.29,57.71,119.43,5.71,21.71,609.14,0,1.71,294.61714390346,21.4671439034598
2014,"2014-02-01","2014-02-07",6,1,2216,6.29,18.29,0,4.57,6.86,7.43,31.43,44.57,44.57,4,6.29,430.86,0,1.71,294.590000697545,21.4400006975447
2014,"2014-02-08","2014-02-14",6,1,2223,2,0.29,0,0.57,2.29,2.29,0.86,4.57,7.43,0.29,1.43,26,0,0.29,294.55428641183,21.4042864118304
2014,"2014-02-15","2014-02-21",6,1,2230,2.86,4,0,2.29,4,2.86,6.86,10.86,15.71,0.29,1.14,42,0.29,1.71,295.002851213728,21.8528512137277
2014,"2014-02-22","2014-02-28",6,1,2237,2.29,2.57,0.86,1.71,2.57,2.86,4.86,5.14,9.43,1.43,2.29,32,0,0.57,295.324288504464,22.1742885044643
2014,"2014-03-01","2014-03-08",7,NA,2245,3,6,0.75,2.75,5.5,6.25,5.25,9.5,28,1,2.5,37.25,0,2.5,295.691249847412,22.5412498474121
